region,country,year,population_m,donor_actual_total,donor_actual_dbd,donor_actual_dcd,donor_utilized_total,donor_utilized_dbd,donor_utilized_dcd,tx_kidney_deceased,tx_kidney_living,tx_kidney_total,tx_liver_deceased,tx_liver_domino,tx_liver_living,tx_liver_total,tx_heart_total,tx_lung_deceased,tx_lung_living,tx_lung_total,tx_pancreas_total,tx_kidneypancreas_total,tx_smallbowel_total
Western Pacific,Mongolia,2001,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Mongolia,2002,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Mongolia,2003,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Mongolia,2004,2.6,NA,NA,NA,NA,NA,NA,NA,49,49,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Mongolia,2005,2.6,0,0,0,NA,NA,NA,0,4,4,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Mongolia,2006,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Mongolia,2007,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Mongolia,2008,2.7,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Mongolia,2009,2.7,3,3,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Mongolia,2010,2.7,1,1,0,NA,NA,NA,2,8,10,0,0,0,0,0,NA,NA,0,NA,0,0
Western Pacific,Mongolia,2011,2.8,4,4,0,4,4,0,4,61,69,0,NA,7,7,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Mongolia,2012,2.8,0,0,0,0,0,0,0,12,12,0,0,5,5,0,0,0,0,0,0,0
Western Pacific,Mongolia,2013,2.8,0,0,0,0,0,0,0,12,12,0,NA,4,4,0,0,0,0,0,0,0
Western Pacific,Mongolia,2014,2.9,0,0,0,0,0,0,0,14,14,0,NA,6,6,0,0,NA,NA,NA,NA,NA
Europe,Montenegro,2000,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Montenegro,2001,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Montenegro,2002,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Montenegro,2003,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Montenegro,2004,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Montenegro,2005,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Montenegro,2006,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Montenegro,2007,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Montenegro,2008,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Montenegro,2009,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Montenegro,2010,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Montenegro,2011,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Montenegro,2012,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Montenegro,2013,0.6,1,1,0,1,1,0,1,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Montenegro,2014,0.6,7,7,0,NA,NA,NA,1,8,9,2,0,0,2,0,0,0,0,1,NA,NA
Eastern Mediterranean,Morocco,2000,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Morocco,2001,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Morocco,2002,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Morocco,2003,30.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Morocco,2004,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Morocco,2005,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Morocco,2006,31.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Morocco,2007,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Morocco,2008,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Morocco,2009,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Morocco,2010,32.4,5,5,0,NA,NA,NA,0,10,10,0,0,0,0,0,NA,NA,0,NA,0,0
Eastern Mediterranean,Morocco,2011,32.3,3,3,0,3,3,0,4,14,18,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Morocco,2012,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Morocco,2013,33,4,4,0,4,4,0,8,34,42,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Morocco,2014,33.5,4,4,0,4,4,0,8,34,42,0,0,0,0,0,0,0,0,0,0,0
South-East Asia,Myanmar,2000,45.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Myanmar,2001,48.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Myanmar,2002,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Myanmar,2003,49.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Myanmar,2004,50.1,NA,NA,NA,NA,NA,NA,0,29,29,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Myanmar,2005,50.5,1,NA,NA,NA,NA,NA,0,3,3,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Myanmar,2006,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Myanmar,2007,51.5,1,1,0,NA,NA,NA,0,38,38,1,0,0,1,0,NA,NA,0,0,0,0
South-East Asia,Myanmar,2008,49.2,1,NA,NA,NA,NA,NA,NA,38,38,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Myanmar,2009,50,1,1,NA,NA,NA,NA,0,2,2,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Myanmar,2010,50.5,1,1,NA,NA,NA,NA,0,2,2,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Myanmar,2011,48.3,1,1,NA,NA,NA,NA,0,2,2,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Myanmar,2012,48.7,1,1,NA,NA,NA,NA,0,2,2,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Myanmar,2013,53.3,1,1,NA,NA,NA,NA,0,2,2,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Myanmar,2014,53.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Nepal,2000,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Nepal,2001,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Nepal,2002,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Nepal,2003,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Nepal,2004,25.7,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,0,0,0,NA,NA,NA,0,NA,NA
South-East Asia,Nepal,2005,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Nepal,2006,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Nepal,2007,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Nepal,2008,28.8,NA,NA,NA,NA,NA,NA,NA,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Nepal,2009,29.3,0,0,0,NA,NA,NA,0,16,16,0,0,0,0,0,NA,NA,0,NA,0,0
South-East Asia,Nepal,2010,29.9,0,0,0,NA,NA,NA,0,100,100,0,0,0,0,0,NA,NA,0,NA,0,0
South-East Asia,Nepal,2011,30.5,0,0,0,NA,NA,NA,NA,100,100,0,NA,0,0,0,NA,NA,NA,NA,0,0
South-East Asia,Nepal,2012,31,0,0,0,NA,NA,NA,NA,100,100,0,NA,0,0,0,NA,NA,NA,NA,0,0
South-East Asia,Nepal,2013,27.8,0,0,0,NA,NA,NA,NA,100,100,0,NA,0,0,0,NA,NA,NA,NA,0,0
South-East Asia,Nepal,2014,28.1,0,0,0,0,0,0,0,100,100,0,NA,0,0,0,NA,NA,NA,NA,0,0
Europe,Netherlands,2000,15.8,202,202,NA,NA,NA,NA,369,171,540,126,NA,NA,126,40,NA,NA,16,20,20,NA
Europe,Netherlands,2001,15.9,187,187,NA,NA,NA,NA,337,163,500,107,0,0,107,37,NA,NA,27,23,23,1
Europe,Netherlands,2002,16,202,202,NA,NA,NA,NA,361,199,560,109,2,0,109,43,NA,NA,57,17,17,0
Europe,Netherlands,2003,16.1,239,141,98,NA,NA,NA,406,195,601,101,1,NA,101,41,NA,NA,35,16,16,NA
Europe,Netherlands,2004,16.2,247,136,111,NA,NA,NA,423,250,673,106,NA,3,109,32,NA,NA,54,22,18,NA
Europe,Netherlands,2005,16.3,239,119,120,NA,NA,NA,422,275,697,114,1,1,115,NA,NA,NA,54,21,20,NA
Europe,Netherlands,2006,16.4,211,111,100,NA,NA,NA,378,274,652,94,0,4,98,39,NA,NA,55,23,20,0
Europe,Netherlands,2007,16.4,277,163,114,NA,NA,NA,464,360,824,147,1,2,149,53,NA,NA,66,28,25,NA
Europe,Netherlands,2008,16.5,210,119,91,NA,NA,NA,352,411,763,129,8,2,131,32,NA,NA,56,14,12,NA
Europe,Netherlands,2009,16.6,227,131,96,NA,130,85,397,417,814,129,0,3,132,36,NA,NA,67,NA,11,1
Europe,Netherlands,2010,16.7,227,143,84,NA,NA,NA,394,473,867,131,1,4,136,46,NA,NA,67,NA,14,NA
Europe,Netherlands,2011,16.7,227,110,117,NA,NA,NA,420,440,860,125,2,8,135,44,68,0,68,30,20,1
Europe,Netherlands,2012,16.7,256,128,128,NA,NA,NA,476,485,961,141,1,4,146,37,80,0,80,28,25,NA
Europe,Netherlands,2013,16.8,267,107,160,255,105,150,434,520,954,138,0,2,140,37,88,0,88,29,18,NA
Europe,Netherlands,2014,16.8,282,150,132,271,150,121,470,534,1004,169,0,3,172,51,91,0,91,28,27,0
Western Pacific,New Zealand,2000,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,New Zealand,2001,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,New Zealand,2002,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,New Zealand,2003,3.9,40,40,NA,NA,NA,NA,67,43,110,34,NA,NA,34,25,NA,NA,23,6,6,NA
Western Pacific,New Zealand,2004,3.9,40,40,NA,NA,NA,NA,58,48,106,36,NA,NA,36,6,NA,NA,12,2,2,NA
Western Pacific,New Zealand,2005,4,29,29,NA,NA,NA,NA,51,48,99,23,NA,4,27,NA,NA,NA,11,2,2,NA
Western Pacific,New Zealand,2006,4.1,25,NA,NA,NA,NA,NA,41,49,90,24,0,4,28,9,NA,NA,13,6,6,0
Western Pacific,New Zealand,2007,4.1,38,38,NA,NA,NA,NA,65,58,123,30,NA,4,34,12,NA,NA,13,1,1,NA
Western Pacific,New Zealand,2008,4.2,31,29,2,NA,NA,NA,53,68,121,17,NA,7,24,10,NA,NA,14,4,4,NA
Western Pacific,New Zealand,2009,4.3,43,41,2,NA,NA,NA,54,67,121,33,NA,8,41,11,NA,NA,16,NA,2,NA
Western Pacific,New Zealand,2010,4.3,38,37,1,NA,NA,NA,52,60,112,30,NA,6,36,11,NA,NA,12,NA,2,NA
Western Pacific,New Zealand,2011,4.4,35,33,2,NA,NA,NA,61,57,118,22,NA,8,30,12,13,0,13,3,3,NA
Western Pacific,New Zealand,2012,4.5,38,38,0,NA,NA,NA,54,54,108,32,0,3,35,12,12,0,12,3,3,0
Western Pacific,New Zealand,2013,4.5,36,34,2,36,34,2,56,58,114,31,0,3,34,9,18,0,18,0,0,0
Western Pacific,New Zealand,2014,4.6,46,40,6,41,37,4,66,72,138,38,0,5,43,17,17,0,17,2,2,0
America,Nicaragua,2000,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Nicaragua,2001,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Nicaragua,2002,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Nicaragua,2003,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Nicaragua,2004,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Nicaragua,2005,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Nicaragua,2006,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Nicaragua,2007,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Nicaragua,2008,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Nicaragua,2009,5.7,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0
America,Nicaragua,2010,5.8,0,0,0,NA,NA,NA,0,10,10,0,0,0,0,0,NA,NA,0,NA,0,0
America,Nicaragua,2011,5.9,NA,NA,NA,NA,NA,NA,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Nicaragua,2012,6,0,NA,0,0,0,0,0,11,11,0,0,0,0,0,NA,0,0,0,0,0
America,Nicaragua,2013,6.1,0,NA,0,0,0,0,0,11,11,0,0,0,0,0,NA,0,0,0,0,0
America,Nicaragua,2014,6.2,0,0,0,0,0,0,0,11,11,0,0,0,0,0,NA,0,0,0,0,0
Africa,Nigeria,2000,111.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,Nigeria,2001,116.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,Nigeria,2002,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,Nigeria,2003,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,Nigeria,2004,127.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,Nigeria,2005,131.5,0,0,0,NA,NA,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,Nigeria,2006,134.4,NA,NA,NA,NA,NA,NA,NA,20,20,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
Africa,Nigeria,2007,137.2,0,0,0,NA,NA,NA,0,14,14,0,0,0,0,0,NA,NA,0,0,0,0
Africa,Nigeria,2008,151.5,NA,NA,NA,NA,NA,NA,NA,14,14,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
Africa,Nigeria,2009,154.7,0,NA,NA,NA,NA,NA,0,30,30,0,0,0,0,0,NA,NA,0,NA,0,0
Africa,Nigeria,2010,158.3,0,0,0,NA,NA,NA,0,26,26,0,0,0,0,0,NA,NA,0,NA,0,0
Africa,Nigeria,2011,162.5,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0
Africa,Nigeria,2012,166.6,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0
Africa,Nigeria,2013,173.6,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0
Africa,Nigeria,2014,178.5,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0
Europe,Norway,2000,4.5,79,79,NA,NA,NA,NA,129,77,206,30,NA,NA,30,27,NA,NA,15,8,8,NA
Europe,Norway,2001,4.5,65,65,NA,NA,NA,NA,125,86,211,36,0,1,37,29,NA,NA,13,12,12,0
Europe,Norway,2002,4.5,62,62,NA,NA,NA,NA,115,98,213,25,0,0,25,26,NA,NA,15,17,15,0
Europe,Norway,2003,4.5,87,86,1,NA,NA,NA,154,87,241,39,0,0,39,46,NA,NA,20,13,11,0
Europe,Norway,2004,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Norway,2005,4.6,76,76,NA,NA,NA,NA,142,87,229,38,1,NA,38,NA,NA,NA,20,11,10,NA
Europe,Norway,2006,4.6,76,NA,NA,NA,NA,NA,132,80,212,62,NA,NA,62,32,NA,NA,35,10,7,NA
Europe,Norway,2007,4.7,94,94,NA,NA,NA,NA,174,86,260,72,1,0,72,36,NA,NA,29,14,14,NA
Europe,Norway,2008,4.7,98,NA,NA,NA,NA,NA,180,98,278,79,0,NA,79,39,NA,NA,30,10,9,NA
Europe,Norway,2009,4.8,102,102,0,NA,102,0,188,104,292,82,0,0,82,27,NA,NA,24,NA,16,NA
Europe,Norway,2010,4.9,102,102,NA,NA,NA,NA,180,83,263,89,NA,NA,89,32,NA,NA,32,NA,14,NA
Europe,Norway,2011,4.9,127,127,0,NA,NA,NA,229,73,302,89,0,0,89,30,28,0,28,20,10,NA
Europe,Norway,2012,5,117,117,0,NA,NA,NA,218,81,299,100,0,0,100,32,28,0,28,28,11,0
Europe,Norway,2013,5,111,111,0,NA,NA,NA,201,68,269,110,0,0,110,37,33,0,33,39,19,0
Europe,Norway,2014,5.1,116,114,2,116,114,2,206,68,274,100,0,0,100,34,33,0,33,31,17,0
Eastern Mediterranean,Oman,2000,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Oman,2001,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Oman,2002,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Oman,2003,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Oman,2004,2.9,0,0,0,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Oman,2005,2.6,0,NA,NA,NA,NA,NA,0,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Oman,2006,2.6,0,NA,NA,NA,NA,NA,0,15,15,0,0,0,0,0,NA,NA,0,0,0,0
Eastern Mediterranean,Oman,2007,2.7,0,NA,NA,NA,NA,NA,0,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Oman,2008,2.7,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Eastern Mediterranean,Oman,2009,2.8,0,0,0,NA,NA,NA,0,23,23,0,0,0,0,0,NA,NA,0,NA,0,0
Eastern Mediterranean,Oman,2010,2.9,2,NA,2,NA,NA,NA,2,16,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Oman,2011,2.8,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Oman,2012,2.9,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Oman,2013,3.6,0,0,0,NA,0,0,0,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Oman,2014,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Pakistan,2000,156.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Pakistan,2001,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Pakistan,2002,148.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Pakistan,2003,153.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Pakistan,2004,157.3,0,0,0,NA,NA,NA,0,2023,2023,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Pakistan,2005,157.9,1,1,0,NA,NA,NA,0,2200,2200,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
Eastern Mediterranean,Pakistan,2006,161.2,0,0,0,NA,NA,NA,0,2348,2348,0,0,0,0,0,NA,NA,0,0,0,0
Eastern Mediterranean,Pakistan,2007,164.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Pakistan,2008,167,NA,NA,NA,NA,NA,NA,NA,775,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Pakistan,2009,180.8,0,0,0,NA,NA,NA,0,855,855,0,0,0,0,0,NA,NA,0,NA,0,0
Eastern Mediterranean,Pakistan,2010,184.8,0,0,0,NA,NA,NA,0,855,855,0,0,0,0,0,NA,NA,0,NA,0,0
Eastern Mediterranean,Pakistan,2011,176.7,0,0,0,NA,NA,NA,0,855,855,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Pakistan,2012,180,0,0,0,NA,NA,NA,0,855,855,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Pakistan,2013,182.1,0,0,0,NA,NA,NA,0,855,855,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Pakistan,2014,185.1,0,0,0,0,0,0,0,327,327,0,0,74,74,0,0,0,0,0,0,0
Western Pacific,Palau,2000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Palau,2001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Palau,2002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Palau,2003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Palau,2004,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Palau,2005,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Palau,2006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Palau,2007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Palau,2008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Palau,2009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Palau,2010,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Palau,2011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Palau,2012,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
